"module name","license","repository"
"abab@1.0.4","ISC","https://github.com/jsdom/abab"
"abbrev@1.1.0","ISC","https://github.com/isaacs/abbrev-js"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.4","MIT","https://github.com/jshttp/accepts"
"acorn-globals@3.1.0","MIT","https://github.com/ForbesLindesay/acorn-globals"
"acorn-jsx@3.0.1","MIT","https://github.com/RReverser/acorn-jsx"
"acorn@3.3.0","MIT","https://github.com/ternjs/acorn"
"acorn@4.0.13","MIT","https://github.com/ternjs/acorn"
"acorn@5.3.0","MIT","https://github.com/acornjs/acorn"
"ajv-keywords@1.5.1","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@4.11.8","MIT","https://github.com/epoberezkin/ajv"
"ajv@5.5.2","MIT","https://github.com/epoberezkin/ajv"
"align-text@0.1.4","MIT","https://github.com/jonschlinkert/align-text"
"alphanum-sort@1.0.2","MIT","https://github.com/TrySound/alphanum-sort"
"amdefine@1.0.1","BSD-3-Clause OR MIT","https://github.com/jrburke/amdefine"
"ansi-escapes@1.4.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansicolors@0.2.1","MIT","https://github.com/thlorenz/ansicolors"
"anymatch@1.3.2","ISC","https://github.com/es128/anymatch"
"append-transform@0.4.0","MIT","https://github.com/jamestalmage/append-transform"
"aproba@1.1.1","ISC","https://github.com/iarna/aproba"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.4","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@1.0.9","MIT","https://github.com/nodeca/argparse"
"arr-diff@2.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"array-equal@1.0.0","MIT","https://github.com/component/array-equal"
"array-find-index@1.0.2","MIT","https://github.com/sindresorhus/array-find-index"
"array-find@1.0.0","MIT","https://github.com/stefanduberg/array-find"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.2.1","MIT","https://github.com/jonschlinkert/array-unique"
"array.prototype.find@2.0.4","MIT","https://github.com/paulmillr/Array.prototype.find"
"arrify@1.0.1","MIT","https://github.com/sindresorhus/arrify"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@4.9.2","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.3","MIT","https://github.com/mcavage/node-asn1"
"assert-plus@0.2.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.4.1","MIT","https://github.com/defunctzombie/commonjs-assert"
"async-each@1.0.1","MIT","https://github.com/paulmillr/async-each"
"async-foreach@0.1.3","MIT*","https://github.com/cowboy/javascript-sync-async-foreach"
"async-limiter@1.0.0","MIT","https://github.com/strml/async-limiter"
"async@0.2.10","MIT","https://github.com/caolan/async"
"async@0.9.2","MIT","https://github.com/caolan/async"
"async@1.5.2","MIT","https://github.com/caolan/async"
"async@2.6.0","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"attr-accept@1.1.0","MIT","https://github.com/okonet/attr-accept"
"autoprefixer@6.7.7","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.6.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.6.0","MIT","https://github.com/mhart/aws4"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"babel-core@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-core"
"babel-generator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator"
"babel-helper-builder-react-jsx@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-builder-react-jsx"
"babel-helper-call-delegate@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-call-delegate"
"babel-helper-define-map@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-define-map"
"babel-helper-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-function-name"
"babel-helper-get-function-arity@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-get-function-arity"
"babel-helper-hoist-variables@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-hoist-variables"
"babel-helper-optimise-call-expression@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-optimise-call-expression"
"babel-helper-regex@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-regex"
"babel-helper-replace-supers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-replace-supers"
"babel-helpers@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-helpers"
"babel-jest@18.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"babel-loader@6.4.1","MIT","https://github.com/babel/babel-loader"
"babel-messages@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-messages"
"babel-plugin-check-es2015-constants@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-check-es2015-constants"
"babel-plugin-istanbul@3.1.2","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@18.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"babel-plugin-react-transform@2.0.2","MIT","https://github.com/gaearon/babel-plugin-react-transform"
"babel-plugin-syntax-flow@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-flow"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"babel-plugin-syntax-object-rest-spread@6.13.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"babel-plugin-transform-es2015-arrow-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-arrow-functions"
"babel-plugin-transform-es2015-block-scoped-functions@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoped-functions"
"babel-plugin-transform-es2015-block-scoping@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-block-scoping"
"babel-plugin-transform-es2015-classes@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-classes"
"babel-plugin-transform-es2015-computed-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-computed-properties"
"babel-plugin-transform-es2015-destructuring@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-destructuring"
"babel-plugin-transform-es2015-duplicate-keys@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-duplicate-keys"
"babel-plugin-transform-es2015-for-of@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-for-of"
"babel-plugin-transform-es2015-function-name@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-function-name"
"babel-plugin-transform-es2015-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-literals"
"babel-plugin-transform-es2015-modules-amd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-amd"
"babel-plugin-transform-es2015-modules-commonjs@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-commonjs"
"babel-plugin-transform-es2015-modules-systemjs@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-systemjs"
"babel-plugin-transform-es2015-modules-umd@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-modules-umd"
"babel-plugin-transform-es2015-object-super@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-object-super"
"babel-plugin-transform-es2015-parameters@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-parameters"
"babel-plugin-transform-es2015-shorthand-properties@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-shorthand-properties"
"babel-plugin-transform-es2015-spread@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-spread"
"babel-plugin-transform-es2015-sticky-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-sticky-regex"
"babel-plugin-transform-es2015-template-literals@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-template-literals"
"babel-plugin-transform-es2015-typeof-symbol@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-typeof-symbol"
"babel-plugin-transform-es2015-unicode-regex@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-es2015-unicode-regex"
"babel-plugin-transform-flow-strip-types@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-flow-strip-types"
"babel-plugin-transform-object-rest-spread@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-object-rest-spread"
"babel-plugin-transform-react-display-name@6.25.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-display-name"
"babel-plugin-transform-react-jsx-self@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-self"
"babel-plugin-transform-react-jsx-source@6.22.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx-source"
"babel-plugin-transform-react-jsx@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-react-jsx"
"babel-plugin-transform-regenerator@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator"
"babel-plugin-transform-strict-mode@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-strict-mode"
"babel-polyfill@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-polyfill"
"babel-preset-es2015@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-es2015"
"babel-preset-flow@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-flow"
"babel-preset-jest@18.0.0","BSD-3-Clause","https://github.com/facebook/jest"
"babel-preset-react@6.24.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-preset-react"
"babel-register@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-register"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babel-template@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"babel-traverse@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"balanced-match@0.4.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.2.1","MIT","https://github.com/beatgammit/base64-js"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.1","BSD-3-Clause",""
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.11.0","MIT","https://github.com/sindresorhus/binary-extensions"
"block-stream@0.0.9","ISC","https://github.com/isaacs/block-stream"
"bluebird@3.5.1","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.8","MIT","https://github.com/indutny/bn.js"
"body-parser@1.18.2","MIT","https://github.com/expressjs/body-parser"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"boom@2.10.1","BSD-3-Clause","https://github.com/hapijs/boom"
"boom@4.3.1","BSD-3-Clause","https://github.com/hapijs/boom"
"boom@5.2.0","BSD-3-Clause","https://github.com/hapijs/boom"
"brace-expansion@1.1.7","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@1.1.8","MIT","https://github.com/juliangruber/brace-expansion"
"braces@1.8.5","MIT","https://github.com/jonschlinkert/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browser-resolve@1.11.2","MIT","https://github.com/shtylman/node-browser-resolve"
"browserify-aes@0.4.0","MIT","https://github.com/calvinmetcalf/browserify-aes"
"browserify-aes@1.1.1","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.0","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.0","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.0.1","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.0.4","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.1.4","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@1.7.7","MIT","https://github.com/ai/browserslist"
"bser@1.0.2","Apache-2.0","https://github.com/facebook/watchman"
"buffer-shims@1.0.0","MIT","https://github.com/calvinmetcalf/buffer-shims"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.1","MIT","https://github.com/feross/buffer"
"builtin-modules@1.1.1","MIT","https://github.com/sindresorhus/builtin-modules"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"caller-path@0.1.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@0.2.0","MIT","https://github.com/sindresorhus/callsites"
"callsites@2.0.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@1.2.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@3.0.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@1.6.1","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-db@1.0.30000791","CC-BY-4.0","https://github.com/Fyrd/caniuse"
"cardinal@1.0.0","MIT","https://github.com/thlorenz/cardinal"
"caseless@0.11.0","Apache-2.0","https://github.com/mikeal/caseless"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"center-align@0.1.3","MIT","https://github.com/jonschlinkert/center-align"
"chain-function@1.0.0","MIT","https://github.com/jquense/chain-function"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.3.0","MIT","https://github.com/chalk/chalk"
"cheerio@0.22.0","MIT","https://github.com/cheeriojs/cheerio"
"chokidar@1.7.0","MIT","https://github.com/paulmillr/chokidar"
"ci-info@1.1.2","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"circular-json@0.3.3","MIT","https://github.com/WebReflection/circular-json"
"clap@1.2.3","MIT","https://github.com/lahmatiy/clap"
"classnames@2.2.5","MIT","https://github.com/JedWatson/classnames"
"clean-css@4.1.9","MIT","https://github.com/jakubpawlowicz/clean-css"
"cli-cursor@1.0.2","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-table@0.3.1","MIT*","https://github.com/Automattic/cli-table"
"cli-usage@0.1.7","MIT",""
"cli-width@2.2.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@2.1.0","ISC","https://github.com/bcoe/cliui"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"clone@1.0.3","MIT","https://github.com/pvorb/node-clone"
"co@4.6.0","MIT","https://github.com/tj/co"
"coa@1.0.4","MIT","https://github.com/veged/coa"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"color-convert@1.9.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-string@0.3.0","MIT","https://github.com/harthur/color-string"
"color@0.11.4","MIT","https://github.com/Qix-/color"
"colormin@1.1.2","MIT","https://github.com/ben-eb/colormin"
"colors@1.0.3","MIT","https://github.com/Marak/colors.js"
"colors@1.1.2","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.5","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.12.2","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"compressible@2.0.12","MIT","https://github.com/jshttp/compressible"
"compression@1.7.1","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.0","MIT","https://github.com/maxogden/concat-stream"
"connect-history-api-fallback@1.5.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"console-browserify@1.1.0","MIT","https://github.com/Raynos/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"contains-path@0.1.0","MIT","https://github.com/jonschlinkert/contains-path"
"content-disposition@0.5.2","MIT","https://github.com/jshttp/content-disposition"
"content-type-parser@1.0.2","MIT","https://github.com/jsdom/content-type-parser"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.5.1","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.3.1","MIT","https://github.com/jshttp/cookie"
"core-js@1.2.7","MIT","https://github.com/zloirock/core-js"
"core-js@2.5.3","MIT","https://github.com/zloirock/core-js"
"core-js@2.5.7","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"create-ecdh@4.0.0","MIT","https://github.com/crypto-browserify/createECDH"
"create-hash@1.1.3","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.6","MIT","https://github.com/crypto-browserify/createHmac"
"create-react-class@15.6.2","MIT","https://github.com/facebook/react"
"create-react-context@0.2.3","MIT*","https://github.com/thejameskyle/create-react-context"
"cross-spawn@3.0.1","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cryptiles@2.0.5","BSD-3-Clause","https://github.com/hapijs/cryptiles"
"cryptiles@3.1.2","BSD-3-Clause","https://github.com/hapijs/cryptiles"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"crypto-browserify@3.3.0","MIT","https://github.com/dominictarr/crypto-browserify"
"css-color-names@0.0.4","MIT","https://github.com/bahamas10/css-color-names"
"css-loader@0.23.1","MIT","https://github.com/webpack/css-loader"
"css-select@1.2.0","BSD*","https://github.com/fb55/css-select"
"css-selector-tokenizer@0.5.4","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-selector-tokenizer@0.7.0","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-what@2.1.0","BSD*","https://github.com/fb55/css-what"
"cssesc@0.1.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano@3.10.0","MIT","https://github.com/ben-eb/cssnano"
"csso@2.3.2","MIT","https://github.com/css/csso"
"cssom@0.3.2","MIT","https://github.com/NV/CSSOM"
"cssstyle@0.2.37","MIT","https://github.com/chad3814/CSSStyleDeclaration"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"d@1.0.0","MIT","https://github.com/medikoo/d"
"damerau-levenshtein@1.0.4","BSD-2-Clause","https://github.com/lzrski/node-damerau-levenshtein"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now"
"debug@2.2.0","MIT","https://github.com/visionmedia/debug"
"debug@2.6.8","MIT","https://github.com/visionmedia/debug"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.1.0","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"deep-extend@0.4.2","MIT","https://github.com/unclechu/node-deep-extend"
"deep-freeze@0.0.1","Public Domain","https://github.com/substack/deep-freeze"
"deep-is@0.1.3","MIT","https://github.com/thlorenz/deep-is"
"default-require-extensions@1.0.0","MIT","https://github.com/jamestalmage/default-require-extensions"
"define-properties@1.1.2","MIT","https://github.com/ljharb/define-properties"
"defined@1.0.0","MIT","https://github.com/substack/defined"
"del@2.2.2","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@1.1.1","MIT","https://github.com/dougwilson/nodejs-depd"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"des.js@1.0.0","MIT","https://github.com/indutny/des.js"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-indent@4.0.0","MIT","https://github.com/sindresorhus/detect-indent"
"detect-libc@1.0.2","Apache-2.0","https://github.com/lovell/detect-libc"
"diff@3.4.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diffie-hellman@5.0.2","MIT","https://github.com/crypto-browserify/diffie-hellman"
"doctrine@1.3.0","BSD","https://github.com/eslint/doctrine"
"doctrine@1.5.0","BSD","https://github.com/eslint/doctrine"
"doctrine@2.1.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-converter@0.1.4","MIT","https://github.com/AriaMinaei/dom-converter"
"dom-helpers@2.4.0","MIT","https://github.com/jquense/dom-helpers"
"dom-helpers@3.3.1","MIT","https://github.com/jquense/dom-helpers"
"dom-serializer@0.1.0","MIT","https://github.com/cheeriojs/dom-renderer"
"dom-walk@0.1.1","MIT","https://github.com/Raynos/dom-walk"
"domain-browser@1.1.7","MIT","https://github.com/bevry/domain-browser"
"domelementtype@1.1.3","BSD*","https://github.com/FB55/domelementtype"
"domelementtype@1.3.0","BSD*","https://github.com/FB55/domelementtype"
"domhandler@2.1.0","BSD*","https://github.com/fb55/domhandler"
"domhandler@2.4.1","BSD-2-Clause","https://github.com/fb55/DomHandler"
"domutils@1.1.6","BSD*","https://github.com/FB55/domutils"
"domutils@1.5.1","BSD*","https://github.com/FB55/domutils"
"dropzone@4.3.0","MIT","https://github.com/enyo/dropzone"
"duplexer@0.1.1","MIT","https://github.com/Raynos/duplexer"
"ecc-jsbn@0.1.1","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"ejs@2.5.7","Apache-2.0","https://github.com/mde/ejs"
"electron-releases@2.1.0","MIT","https://github.com/electron/electron-releases"
"electron-to-chromium@1.3.30","ISC","https://github.com/kilian/electron-to-chromium"
"element-class@0.2.2","ISC","https://github.com/maxogden/element-class"
"elliptic@6.4.0","MIT","https://github.com/indutny/elliptic"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.1","MIT","https://github.com/pillarjs/encodeurl"
"encoding@0.1.12","MIT","https://github.com/andris9/encoding"
"enhanced-resolve@0.9.1","MIT","https://github.com/webpack/enhanced-resolve"
"entities@1.1.1","BSD*","https://github.com/fb55/node-entities"
"enzyme@2.9.1","MIT","https://github.com/airbnb/enzyme"
"errno@0.1.6","MIT","https://github.com/rvagg/node-errno"
"error-ex@1.3.1","MIT","https://github.com/qix-/node-error-ex"
"error-stack-parser@1.3.6","Unlicense","https://github.com/stacktracejs/error-stack-parser"
"es-abstract@1.10.0","MIT","https://github.com/ljharb/es-abstract"
"es-to-primitive@1.1.1","MIT","https://github.com/ljharb/es-to-primitive"
"es5-ext@0.10.37","MIT","https://github.com/medikoo/es5-ext"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-map@0.1.5","MIT","https://github.com/medikoo/es6-map"
"es6-promise@3.3.1","MIT","https://github.com/stefanpenner/es6-promise"
"es6-set@0.1.5","MIT","https://github.com/medikoo/es6-set"
"es6-symbol@3.1.1","MIT","https://github.com/medikoo/es6-symbol"
"es6-weak-map@2.0.2","MIT","https://github.com/medikoo/es6-weak-map"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@1.9.0","BSD-2-Clause","https://github.com/estools/escodegen"
"escope@3.6.0","BSD-2-Clause","https://github.com/estools/escope"
"eslint-config-airbnb-base@7.2.0","MIT","https://github.com/airbnb/javascript"
"eslint-config-airbnb@11.2.0","MIT","https://github.com/airbnb/javascript"
"eslint-import-resolver-node@0.2.3","MIT","https://github.com/benmosher/eslint-plugin-import"
"eslint-import-resolver-webpack@0.5.1","MIT","https://github.com/benmosher/eslint-plugin-import"
"eslint-plugin-import@1.16.0","MIT","https://github.com/benmosher/eslint-plugin-import"
